"Q1 [amu^1/2 A]","Columns"
"Q2 [amu^1/2 A]","Rows"

"U_0 [eV]","-564.26497"

"U(Q_1,Q_2) [eV]"

"","-10.0","-9.5","-9.0","-8.5","-8.0","-7.5","-7.0","-6.5","-6.0","-5.5","-5.0","-4.5","-4.0","-3.5","-3.0","-2.5","-2.0","-1.5","-1.0","-0.5","0.0","0.5","1.0","1.5","2.0","2.5","3.0","3.5","4.0","4.5","5.0","5.5","6.0","6.5","7.0","7.5","8.0","8.5","9.0","9.5","10.0"
"-10.0","-564.02854","-564.06168","-564.08812","-564.10881","-564.12469","-564.13645","-564.14491","-564.15076","-564.15462","-564.1571","-564.15869","-564.1598","-564.16085","-564.16218","-564.16408","-564.16671","-564.1704","-564.17512","-564.18101","-564.18809","-564.19624","-564.20548","-564.21554","-564.22625","-564.23736","-564.24853","-564.25941","-564.26957","-564.27853","-564.28571","-564.29055","-564.29231","-564.29031","-564.28377","-564.27181","-564.25348","-564.22777","-564.19364","-564.14989","-564.0953","-564.02854"
"-9.5","-564.0953","-564.12745","-564.15284","-564.17239","-564.18703","-564.19755","-564.2047","-564.20923","-564.21169","-564.21275","-564.2129","-564.21256","-564.21217","-564.21201","-564.21247","-564.21367","-564.21591","-564.21923","-564.22374","-564.22947","-564.23636","-564.2443","-564.25319","-564.26274","-564.27278","-564.28298","-564.293","-564.30228","-564.3105","-564.31704","-564.32135","-564.32271","-564.32041","-564.31371","-564.30171","-564.28352","-564.25809","-564.2244","-564.18126","-564.12745","-564.06168"
"-9.0","-564.14989","-564.18126","-564.20576","-564.22435","-564.23797","-564.24742","-564.25343","-564.25676","-564.25803","-564.25784","-564.25671","-564.2551","-564.25339","-564.25196","-564.25109","-564.25101","-564.25198","-564.25401","-564.25728","-564.26182","-564.26756","-564.2744","-564.28221","-564.29077","-564.29984","-564.3092","-564.31839","-564.32696","-564.33457","-564.34059","-564.34447","-564.34553","-564.34307","-564.33631","-564.32439","-564.30641","-564.28137","-564.24819","-564.20576","-564.15284","-564.08812"
"-8.5","-564.19364","-564.2244","-564.24819","-564.266","-564.27878","-564.28731","-564.29238","-564.29469","-564.2949","-564.29364","-564.2914","-564.28861","-564.28577","-564.28317","-564.28117","-564.27994","-564.27974","-564.28067","-564.28283","-564.2863","-564.29101","-564.29685","-564.30372","-564.3114","-564.31967","-564.32825","-564.33676","-564.34474","-564.35184","-564.35745","-564.36102","-564.36186","-564.3593","-564.3526","-564.34084","-564.32316","-564.29857","-564.266","-564.22435","-564.17239","-564.10881"
"-8.0","-564.22777","-564.25809","-564.28137","-564.29857","-564.31063","-564.31843","-564.32269","-564.32414","-564.32346","-564.32123","-564.31805","-564.31428","-564.3104","-564.3068","-564.30377","-564.30153","-564.30032","-564.30025","-564.30147","-564.30396","-564.30776","-564.31273","-564.31876","-564.3257","-564.33324","-564.34116","-564.34909","-564.35658","-564.36327","-564.36856","-564.37191","-564.37266","-564.37009","-564.36348","-564.35198","-564.33468","-564.31063","-564.27878","-564.23797","-564.18703","-564.12468"
"-7.5","-564.25348","-564.28352","-564.30641","-564.32316","-564.33468","-564.34186","-564.34546","-564.34621","-564.34477","-564.34174","-564.33774","-564.33312","-564.32839","-564.3239","-564.31996","-564.31681","-564.31473","-564.31379","-564.31414","-564.31583","-564.31878","-564.32298","-564.32832","-564.3346","-564.34152","-564.34887","-564.35632","-564.36341","-564.36977","-564.37487","-564.37806","-564.3788","-564.37634","-564.36989","-564.3587","-564.34186","-564.31843","-564.28731","-564.24742","-564.19755","-564.13645"
"-7.0","-564.27181","-564.30171","-564.32439","-564.34084","-564.35198","-564.3587","-564.36177","-564.36195","-564.35989","-564.35619","-564.35147","-564.34612","-564.34064","-564.33539","-564.33067","-564.32677","-564.32388","-564.32219","-564.32181","-564.32275","-564.32501","-564.32859","-564.3333","-564.33899","-564.34538","-564.35227","-564.35932","-564.36608","-564.37223","-564.37716","-564.38028","-564.38107","-564.37874","-564.37257","-564.36177","-564.34546","-564.32269","-564.29238","-564.25343","-564.2047","-564.14491"
"-6.5","-564.28377","-564.31371","-564.33631","-564.3526","-564.36348","-564.36989","-564.37257","-564.37229","-564.36974","-564.36549","-564.36015","-564.35422","-564.34811","-564.34223","-564.33686","-564.33228","-564.32872","-564.32639","-564.32532","-564.32563","-564.32731","-564.33027","-564.33443","-564.33963","-564.34562","-564.35212","-564.35886","-564.36537","-564.37135","-564.3762","-564.37934","-564.38021","-564.37813","-564.37229","-564.36195","-564.34621","-564.32414","-564.29469","-564.25676","-564.20923","-564.15076"
"-6.0","-564.29031","-564.32041","-564.34307","-564.3593","-564.37009","-564.37634","-564.37874","-564.37814","-564.3752","-564.37052","-564.36468","-564.35827","-564.35162","-564.34518","-564.33923","-564.33409","-564.32997","-564.32704","-564.32543","-564.32521","-564.32635","-564.32886","-564.33256","-564.33733","-564.34297","-564.34917","-564.35567","-564.36201","-564.36791","-564.37275","-564.37598","-564.37702","-564.3752","-564.36974","-564.35989","-564.34477","-564.32346","-564.2949","-564.25804","-564.21169","-564.15462"
"-5.5","-564.29231","-564.32271","-564.34553","-564.36186","-564.37266","-564.3788","-564.38107","-564.38021","-564.37702","-564.37202","-564.36581","-564.35901","-564.3519","-564.34502","-564.33861","-564.33298","-564.3284","-564.325","-564.32291","-564.32222","-564.32295","-564.32503","-564.32839","-564.33282","-564.33817","-564.34416","-564.3505","-564.35675","-564.36256","-564.36743","-564.37076","-564.37202","-564.37052","-564.36549","-564.35619","-564.34174","-564.32123","-564.29364","-564.25784","-564.21275","-564.1571"
"-5.0","-564.29055","-564.32135","-564.34447","-564.36102","-564.37191","-564.37806","-564.38028","-564.37934","-564.37598","-564.37076","-564.36428","-564.35717","-564.34974","-564.3425","-564.33571","-564.32972","-564.32471","-564.32092","-564.31844","-564.31738","-564.31772","-564.31946","-564.32251","-564.32666","-564.3318","-564.3376","-564.34378","-564.34998","-564.35581","-564.3608","-564.36428","-564.36581","-564.36468","-564.36015","-564.35147","-564.33774","-564.31805","-564.2914","-564.25671","-564.2129","-564.15869"
"-4.5","-564.28571","-564.31704","-564.34059","-564.35745","-564.36856","-564.37487","-564.37716","-564.3762","-564.37275","-564.36743","-564.3608","-564.35344","-564.34577","-564.33823","-564.33116","-564.3248","-564.31948","-564.31533","-564.31256","-564.31117","-564.31122","-564.31268","-564.31547","-564.31944","-564.3244","-564.33008","-564.33621","-564.34243","-564.34832","-564.35344","-564.35717","-564.35901","-564.35827","-564.35422","-564.34612","-564.33312","-564.31428","-564.28861","-564.2551","-564.21256","-564.1598"
"-4.0","-564.27854","-564.3105","-564.33457","-564.35184","-564.36327","-564.36977","-564.37223","-564.37135","-564.36791","-564.36256","-564.35581","-564.34832","-564.34046","-564.33272","-564.32542","-564.31885","-564.31327","-564.30886","-564.30586","-564.30423","-564.30404","-564.30528","-564.30787","-564.31171","-564.31655","-564.32218","-564.32826","-564.3345","-564.34046","-564.34577","-564.34974","-564.3519","-564.35162","-564.34811","-564.34064","-564.32839","-564.3104","-564.28577","-564.25339","-564.21217","-564.16085"
"-3.5","-564.26958","-564.30229","-564.32696","-564.34474","-564.35658","-564.36341","-564.36608","-564.36537","-564.36201","-564.35675","-564.34998","-564.34243","-564.3345","-564.32665","-564.31918","-564.31243","-564.30664","-564.30204","-564.2988","-564.29696","-564.29659","-564.29767","-564.30013","-564.30383","-564.30861","-564.31421","-564.32036","-564.32665","-564.33272","-564.33823","-564.3425","-564.34502","-564.34518","-564.34223","-564.33539","-564.3239","-564.3068","-564.28317","-564.25196","-564.21201","-564.16218"
